Client,product,expected_revenue,probability
1513,CL,11.308182183503853,0.7314022562187833
1438,CL,8.51573333951113,0.791592991165415
1118,CL,12.043845758822986,0.7761577592361277
22,CL,19.14350972115515,0.6282643624200436
417,CL,19.557709625910196,0.656605674337518
1524,CL,18.40389942871374,0.5164402685169573
1259,CL,9.187464964454243,0.9086898552441723
225,CL,8.203947452848494,0.863310597311794
1035,CL,9.747716424952678,0.7517602457890576
73,CL,12.756061223471665,0.8234495944956589
238,CL,10.406188242729247,0.9442172176729622
316,CL,10.72424877046224,0.9033271437198622
1476,CL,7.74022542871305,0.89697719874506
1549,CL,126.37186830684666,0.8492985531918334
408,CL,8.47913395277556,0.8741478205396291
298,CL,16.71941818340108,0.8632736809743631
808,CL,9.023702447229844,0.7377405574767418
1342,CL,9.347027230744146,0.844330221047494
1104,CL,6.941145018572369,0.9596071134522277
775,CL,16.292855385494324,0.9258651065696961
327,CL,10.093383571623848,0.8071812181451811
1117,CL,16.017452388630566,0.7795814901077958
1564,CL,7.7631122408373745,0.9101674097151842
1534,CL,14.393207567052217,0.5859396420742758
678,CL,13.749796038005016,0.7121916722430791
729,CL,13.482084926804221,0.6998529556053739
404,CL,12.514583195499915,0.6411330670025788
1364,CL,9.076598026284435,0.7396223542321805
1585,CL,9.044981160520244,0.6943431022929031
1298,CL,20.40919981998054,0.8936145675399467
627,CL,9.701208651415232,0.7388244446170117
693,CL,11.928723107816014,0.6087624865494053
1160,CL,7.641133010256499,0.9367668832153293
1291,CL,11.131893949773076,0.9070443585986486
413,CL,9.985918284284327,0.7172020547591393
1025,CL,9.9274423821363,0.7811752694156766
1175,CL,9.978479951378011,0.8890852423609101
23,CL,8.997334257599837,0.8987509498228288
1267,CL,8.814950791835697,0.7364836668096946
1583,CL,13.471185029430671,0.7622340700271127
914,CL,11.320877395187411,0.8226286278992797
639,CL,10.985755189534974,0.9089566249312422
83,CL,20.370443371255366,0.600484683836495
1431,CL,10.990784572608705,0.9160874522251617
1591,CL,10.223203824368532,0.8063116247084274
438,CL,12.31331214935014,0.8704558364767243
1499,CL,8.755647011627172,0.9596574506150014
544,CL,12.673273613884566,0.7026737707722155
236,CL,16.56830799793968,0.6863392871923611
900,CL,13.97340738464665,0.7010910294982969
348,CL,8.321061178329341,0.8372891613018245
584,CL,7.976430423634348,0.8909684377347981
1130,CL,12.97525456900736,0.7935526084027524
1403,CL,10.689798527136885,0.701117784003176
682,CL,7.603746748029609,0.8317713145634774
1179,CL,9.612335081685552,0.7865341783707485
1231,CL,23.49807755444203,0.9280798218708639
360,CL,9.321999157195558,0.7203542972970834
1538,CL,11.128687008449022,0.746370762749009
1177,CL,9.285989716659115,0.7179772663051402
1058,CL,14.587587060418269,0.5743579631401813
863,CL,17.70530580873281,0.7353102424608465
1041,CL,14.232577966525957,0.8375730747671157
1345,CL,11.468347745892746,0.667665856772652
1561,CL,8.272670848914686,0.7765568236037772
42,MF,11.439120372374498,0.7348194228940823
801,MF,38.90011259370115,0.36432957624507395
372,MF,17.412985309219795,0.46156977452604914
69,MF,19.157346215709374,0.7271123394259212
614,MF,79.08051967462109,0.8948664088855336
437,MF,32.81240968371938,0.5742433412815406
43,MF,65.71223370468519,0.47525157684895
510,MF,21.87143951095226,0.3810503349123141
416,MF,9.240262638708558,0.8001510037279186
643,MF,25.5300953695755,0.5561828537552403
1399,MF,16.478462157173492,0.8729873656118473
792,MF,38.09354052757665,0.281504954869151
36,MF,15.046163414709731,0.6600424820413803
1329,MF,10.013650949600153,0.8533231596446735
294,MF,7.155594874239739,0.8620722997843399
942,CC,11.02845891956714,0.6852210730284465
366,CC,15.680496878101463,0.6367960490935219
617,CC,78.76774207769841,0.6093305154372516
873,CC,13.14318247216565,0.7094211622262321
374,CC,44.83561904997374,0.5396657305208508
575,CC,12.016997961337296,0.9219849237401989
1293,CC,79.63608327548795,0.6820894343307076
642,CC,18.269645882644205,0.7431834070138751
1335,CC,375.88022863407537,0.43170048923620097
492,CC,7.229170897730576,0.9048243367480567
924,CC,22.260095439427058,0.8763839297148773
1178,CC,7.226775540229147,0.8665512366242183
629,CC,34.97073916566253,0.610190056015062
491,CC,65.32011880270382,0.5600430113051024
1000,CC,7.852465696453064,0.8807525507118035
612,CC,184.5934202996411,0.42932422192217146
475,CC,29.044914120986643,0.6915746581671866
455,CC,13.88881113730671,0.9187839079880988
908,CC,20.22888701583782,0.861421982383767
479,CC,86.42509745918906,0.481867197239722
